block_number,from_address,to_address,value,transaction_hash,block_date,transaction_idx,created_at
13148034,0x5e29c9bf97c45e55f1c2257d0ecf6909726745f3,0x0aaef7bbc21c627f14cad904e283e199ca2b72cc,142097199.72962296,0x8b990a550e82b5e72af881d356693274c29056bc2dab8f2ca2d88694a1ce829d,2021-09-02T19:02:00.000000,28,2023-04-19T11:10:22.186985
13148034,0x5e29c9bf97c45e55f1c2257d0ecf6909726745f3,0xca9ba74ee20917211ef646ac51accc287f27538b,192167.42160955,0x503911c414e1af74c197633ad8d3e874eba1a84e85df034260acdfd931a692eb,2021-09-02T19:02:00.000000,56,2023-04-19T11:10:22.243165
13148034,0x5e29c9bf97c45e55f1c2257d0ecf6909726745f3,0x5f1c6cd7094cdc74e47ceac349061ba7b6158fd6,1278874.79756661,0x035cf53241dd2409cbbac635f8cc3918c658ebc5d5232212d77698b27738e8b8,2021-09-02T19:02:00.000000,68,2023-04-19T11:10:22.304782
13148034,0x5e29c9bf97c45e55f1c2257d0ecf6909726745f3,0x2ae4f87745c3431005babffc94d5b0c5090b0365,8525831.98377738,0xfcbc73911613905acad6578de6026edeb7f69a74baa6e0e67edcb08885b1e17b,2021-09-02T19:02:00.000000,71,2023-04-19T11:10:22.357736
13148034,0x5e29c9bf97c45e55f1c2257d0ecf6909726745f3,0xc648efd1567c7fd62139005bd955db66bd035280,333209.69172838,0x80d36ddd279a71c38fd799c424c1b9d3c759f7e3e1a4ad3b4f62140ed61fa890,2021-09-02T19:02:00.000000,76,2023-04-19T11:10:22.409441
13148034,0x5e29c9bf97c45e55f1c2257d0ecf6909726745f3,0x5cda1f3b7735b1e379a33c598551a093ac08af4f,299916.89840394,0xbd98040d6c0ddf0286613cf977f3640885db9ed47e1e22a60314b8d2a931d23d,2021-09-02T19:02:00.000000,78,2023-04-19T11:10:22.466918
13148034,0x5e29c9bf97c45e55f1c2257d0ecf6909726745f3,0xb04a2232ea59f903a36e3ed4b1d1c90c71dc5814,1278874.79756661,0x01bbff7d9fc9b8f58b852f4ed498175455e425c0132c1591669ea7b31b0912cc,2021-09-02T19:02:00.000000,79,2023-04-19T11:10:22.525426
13148034,0x5e29c9bf97c45e55f1c2257d0ecf6909726745f3,0x369e7043369fb35ef02b40d477c5e97f76dc11f7,596808.23886442,0xd17da79332eb259b886500cca7004b64ec85b04334d68be3178dfcaec3313f4b,2021-09-02T19:02:00.000000,81,2023-04-19T11:10:22.580291
13148034,0x5e29c9bf97c45e55f1c2257d0ecf6909726745f3,0x4817c82e4c834f66ba309808cd7c250866ad882c,683271.17682541,0x74d8ccd71440462b40f4e2cadebac463160a55d8250930271eae3663f877024b,2021-09-02T19:02:00.000000,105,2023-04-19T11:10:22.643787
13148035,0x5e29c9bf97c45e55f1c2257d0ecf6909726745f3,0x16f530a535123cfc13a98ef5c85fd14857960eed,284194.39945925,0xc759b3cd2c2ae0095656bca2b13aa92106a20ac4cfd62e66a4c911ac394cd762,2021-09-02T19:02:12.000000,9,2023-04-19T11:10:22.725752
